timestamp,speed_kmh,rpm,throttle_pos,brake_pressure,steering_angle,gear,engine_temp,battery_voltage,longitudinal_acc,lateral_acc,is_anomaly
2025-12-04 10:00:00.000,124.72113632154922,4777.499494594956,23.156780798428983,12.930395517749547,11.922037594105808,5,70.0,13.103566319986705,-0.0896723486227274,0.06512688664964471,0
2025-12-04 10:00:00.050,97.13268647236353,4534.520837178511,32.649703642458185,19.198498241463106,-0.5024829754107971,4,82.68312226493332,13.222126283489743,0.26165190327145094,0.06385944389975515,0
2025-12-04 10:00:00.100,132.80933010356796,4006.3889098094237,38.04926016638479,11.642478754921175,22.854548343055818,8,90.55205367180893,12.738405752465273,-0.0645791110063202,-0.006753366933437235,0
2025-12-04 10:00:00.150,120.64814264730818,3105.0627910568073,54.286858530451,12.561847028635377,5.183912461968903,4,86.53450889918665,13.170198151300788,0.15325305314907323,0.08541941064660688,0
2025-12-04 10:00:00.200,121.5914350975874,4206.640703798286,18.602209277279556,3.9158231504245524,4.269704533415524,8,93.12652921612926,13.144617850168935,0.35905273305620355,-0.08366391385617339,0
2025-12-04 10:00:00.250,128.37698425462,4005.605683015225,21.458064288606995,0.0,21.509897559428335,4,97.29884932062782,13.47680819335205,0.039240753878504994,-0.003578371266994644,0
2025-12-04 10:00:00.300,128.01676385624168,4518.688370276549,38.36944859236374,12.680030605644328,-0.46371638834029394,1,95.02825855178767,13.400865561440233,0.13109909647965212,-0.07385057471259471,0
2025-12-04 10:00:00.350,116.79832749948021,4572.474089328823,18.885932920064224,11.710514673814181,-3.521945281162977,4,96.7127500629925,13.235680599773186,0.19630282659749718,-0.04173845449071869,0
2025-12-04 10:00:00.400,119.15815324676511,4022.9467358624956,19.89194421456505,4.78116143574664,8.330298535877287,4,80.91178860728436,13.037328001458162,-0.21971386595851347,0.02365900363822827,0
2025-12-04 10:00:00.450,105.71462186332369,4618.551052706556,53.69688885772709,10.16164575305594,-23.45676405776736,3,81.32113498461725,12.763123337626087,0.13690125345736232,-0.1594033010456248,0
2025-12-04 10:00:00.500,137.4450168894582,5197.450356451405,0.0,0.0,4.31069168324338,3,70.0,13.49003275808899,-0.19616835663876367,0.20593849423951946,0
2025-12-04 10:00:00.550,128.66063260046428,4101.664276172703,79.17750605232256,0.0,-6.42412925613589,5,76.5943194745722,13.196786597655123,-0.10135167807373731,-0.07694710827852282,0
2025-12-04 10:00:00.600,125.32741133281344,3474.9066594480023,59.727231474217156,2.6429461502594447,-9.825857136470548,8,92.8921643208708,13.2450106572953,-0.3073891033086159,0.07795877405114432,0
2025-12-04 10:00:00.650,106.20343255179016,5454.728922731488,53.073040343821276,21.878597129886124,4.0555719435669495,6,107.73842740880416,13.575244429592793,-0.11139592507234676,0.19117175738127556,0
2025-12-04 10:00:00.700,126.08132702199887,5054.331681966213,39.13943698396261,2.2670058024127906,8.40892187326717,1,92.93479296633346,13.168618553216263,-0.1526932439520334,0.16975537847758335,0
2025-12-04 10:00:00.750,115.85982063351865,5707.914351154845,39.0276944348855,8.750258272783755,-8.363340884555724,6,99.70879682044122,13.37181614656047,0.3657713501923472,0.05979893909083267,0
2025-12-04 10:00:00.800,143.76723645779697,2975.582696151415,34.733459311273,11.030172386881208,-3.4017967498806643,1,109.03420146837895,13.516157731217891,-0.032965603009980096,-0.04459587192831351,0
2025-12-04 10:00:00.850,148.1558310303796,5422.928104139278,46.51234387251271,10.515682784890325,-0.19758592102930267,7,97.03304469600526,12.964578163537395,-0.1421994255841631,0.06085347823748124,0
2025-12-04 10:00:00.900,130.40171861248209,4753.4714854567455,34.07004758996351,14.899225586572278,13.749925199454793,4,98.2378497262095,13.217272085949634,0.050857806060178284,0.014283953969500612,0
2025-12-04 10:00:00.950,105.03397975010115,4502.395784975395,16.305633163497163,15.781481590612302,10.392841397534546,1,95.97638168533078,14.040801675057374,0.2280449089454936,0.03794811869769341,0
2025-12-04 10:00:01.000,130.45143033010586,4994.398651426752,48.713769495069954,0.0,0.6088104842409391,2,116.75600731996543,13.358485612303314,0.21010039747314938,0.04212358016297473,0
2025-12-04 10:00:01.050,138.92543117020938,3531.7823522250583,41.53539295422166,7.219740711329463,9.73030180171365,3,87.43804110554794,13.309786732534794,0.14243601308254683,-0.12979651870477305,0
2025-12-04 10:00:01.100,133.10017547330241,5521.411395576237,26.096462174887222,23.442993592927664,0.509107198781586,5,82.4079020370695,13.41625633292122,-0.2559140541802795,-0.007373128767581929,0
2025-12-04 10:00:01.150,116.90440855125465,5427.397595716423,49.242112665554046,8.34411341663673,0.9157702457975945,7,78.98727760252689,13.129291375468519,0.29291557869048446,-0.06785914408184596,0
2025-12-04 10:00:01.200,126.70988859380765,4793.966309909346,41.58773275511756,8.551067342604139,-11.950742261949014,8,97.47864546599297,13.339167803083535,0.12148821254461069,-0.042983643210080434,0
2025-12-04 10:00:01.250,130.80231149095087,5445.390011304087,64.11679674141199,21.530486772876706,-16.408222902861418,2,90.68223953776658,13.149577545698742,-0.25088152972776917,0.015753513432832277,0
2025-12-04 10:00:01.300,116.69142720577959,5857.271578782899,26.368180258999555,11.842466263479153,-5.494216042453823,1,85.10544541621289,13.584062812188789,0.19566302581444542,0.10798096460725681,0
2025-12-04 10:00:01.350,141.72573633042919,5975.377873004447,38.81480182265181,5.381022060874623,-32.15413741336055,4,103.83199210175988,13.077945678967886,0.10386163233171672,0.1208414401740529,0
2025-12-04 10:00:01.400,124.53736097885142,4636.791584227398,68.97782050149485,16.717221259195192,10.41505304306914,3,89.16630446315003,12.970727346814172,0.24168325385412265,0.05683628776798339,0
2025-12-04 10:00:01.450,121.90045288378889,3861.8797200453405,30.829588665696154,0.0,-26.982258372401233,2,100.91844807486693,12.416778633134843,0.22138221206878175,0.03767679112461245,0
2025-12-04 10:00:01.500,137.08456326514977,4090.1406147877724,65.16979639317256,6.225195375154307,-1.1561723126462828,2,87.44466835232119,12.950741566116301,-0.013607117053498841,0.05486031775656507,0
2025-12-04 10:00:01.550,131.63436845698706,4039.0250886901817,31.807976661565288,0.0,23.517274141814035,2,97.02474210793024,13.336620195372854,-0.21735669130776833,-0.028420657000071674,0
2025-12-04 10:00:01.600,152.3020256581832,4972.845524319285,65.76597936713861,1.1503122114392013,9.956779192648161,2,97.30683980608809,13.103738900924768,0.3310532247682792,0.13411773244151046,0
2025-12-04 10:00:01.650,125.61778011431659,5612.151322319352,26.584652158802786,0.0,-15.600298793059672,2,105.90609892700927,13.2245666958671,0.2257415687799124,0.050137806222529904,0
2025-12-04 10:00:01.700,114.0223544972931,4917.757683272506,24.417818436205803,0.0,16.379468669305204,5,98.60046216060852,12.692386588417898,0.13147764208737178,0.07880967193010004,0
